instance_id,matched_group_id,instance_index,family,difficulty,base_seed,realized_seed,relief_severity,detail_strength_m,size,cell_size,task_count,canonical_task_id,max_elevation,mean_point_slope_degrees,mean_footprint_slope_degrees,mean_roughness,blocked_by_slope_fraction,blocked_by_roughness_fraction,blocked_by_step_fraction,navigable_fraction,collision_boundary_density,connected_components,largest_component_fraction,largest_component_share,map_file,terrain_image_file,traversability_image_file
terrain_mountain_324_hard,terrain_mountain_324,324,mountain,hard,5239567,5239567,0.946832,0.010129,128,0.25,10,terrain_mountain_324_hard_sg10,7.2315,24.7497,24.7004,0.0198,0.377502,0.002991,0.030518,0.563293,0.063115,14,0.531738,0.943981,maps/mountain/terrain_mountain_324_hard.json,images/terrain/mountain/terrain_mountain_324_hard.png,images/analysis/mountain/terrain_mountain_324_hard_analysis.png
terrain_mountain_325_easy,terrain_mountain_325,325,mountain,easy,5249574,5249574,0.423278,0.002455,128,0.25,10,terrain_mountain_325_easy_sg10,3.2569,12.3514,12.3244,0.0075,0.09668,0.0,0.0,0.842896,0.037463,1,0.842896,1.0,maps/mountain/terrain_mountain_325_easy.json,images/terrain/mountain/terrain_mountain_325_easy.png,images/analysis/mountain/terrain_mountain_325_easy_analysis.png
terrain_mountain_325_medium,terrain_mountain_325,325,mountain,medium,5249574,5249574,0.744508,0.004318,128,0.25,10,terrain_mountain_325_medium_sg10,5.7287,19.8716,19.8259,0.0131,0.28125,0.0,0.012756,0.659668,0.056964,14,0.645447,0.978442,maps/mountain/terrain_mountain_325_medium.json,images/terrain/mountain/terrain_mountain_325_medium.png,images/analysis/mountain/terrain_mountain_325_medium_analysis.png
terrain_mountain_325_hard,terrain_mountain_325,325,mountain,hard,5249574,5249574,0.946832,0.010129,128,0.25,10,terrain_mountain_325_hard_sg10,7.2855,23.8343,23.7779,0.0167,0.376343,0.002563,0.045654,0.56427,0.051612,28,0.452942,0.802704,maps/mountain/terrain_mountain_325_hard.json,images/terrain/mountain/terrain_mountain_325_hard.png,images/analysis/mountain/terrain_mountain_325_hard_analysis.png
terrain_mountain_326_easy,terrain_mountain_326,326,mountain,easy,5259581,5364310,0.380371,0.002206,128,0.25,10,terrain_mountain_326_easy_sg10,2.9976,10.3234,10.3076,0.009,0.092834,0.000427,0.0,0.845215,0.046813,2,0.84491,0.999639,maps/mountain/terrain_mountain_326_easy.json,images/terrain/mountain/terrain_mountain_326_easy.png,images/analysis/mountain/terrain_mountain_326_easy_analysis.png
terrain_mountain_326_medium,terrain_mountain_326,326,mountain,medium,5259581,5364310,0.861811,0.007298,128,0.25,10,terrain_mountain_326_medium_sg10,6.7923,19.9611,19.9334,0.0204,0.280945,0.025757,0.068542,0.652039,0.054195,19,0.640076,0.981653,maps/mountain/terrain_mountain_326_medium.json,images/terrain/mountain/terrain_mountain_326_medium.png,images/analysis/mountain/terrain_mountain_326_medium_analysis.png
terrain_mountain_326_hard,terrain_mountain_326,326,mountain,hard,5259581,5364310,1.420741,0.029449,128,0.25,10,terrain_mountain_326_hard_sg10,11.1987,27.864,27.8248,0.0338,0.407166,0.082642,0.207458,0.523682,0.050258,44,0.494629,0.944522,maps/mountain/terrain_mountain_326_hard.json,images/terrain/mountain/terrain_mountain_326_hard.png,images/analysis/mountain/terrain_mountain_326_hard_analysis.png
terrain_mountain_327_easy,terrain_mountain_327,327,mountain,easy,5269588,5269588,0.471026,0.002732,128,0.25,10,terrain_mountain_327_easy_sg10,3.1141,10.2347,10.2193,0.0089,0.096619,0.000488,0.0,0.842346,0.041585,4,0.832703,0.988552,maps/mountain/terrain_mountain_327_easy.json,images/terrain/mountain/terrain_mountain_327_easy.png,images/analysis/mountain/terrain_mountain_327_easy_analysis.png
terrain_mountain_327_medium,terrain_mountain_327,327,mountain,medium,5269588,5269588,1.273091,0.022966,128,0.25,10,terrain_mountain_327_medium_sg10,8.403,22.2884,22.2486,0.0242,0.279541,0.042725,0.130737,0.657593,0.056594,21,0.591553,0.899573,maps/mountain/terrain_mountain_327_medium.json,images/terrain/mountain/terrain_mountain_327_medium.png,images/analysis/mountain/terrain_mountain_327_medium_analysis.png
terrain_mountain_327_hard,terrain_mountain_327,327,mountain,hard,5269588,5269588,1.350469,0.026321,128,0.25,10,terrain_mountain_327_hard_sg10,8.9125,23.2123,23.1705,0.0256,0.304016,0.0495,0.141785,0.633057,0.056841,21,0.567383,0.896259,maps/mountain/terrain_mountain_327_hard.json,images/terrain/mountain/terrain_mountain_327_hard.png,images/analysis/mountain/terrain_mountain_327_hard_analysis.png
terrain_mountain_328_easy,terrain_mountain_328,328,mountain,easy,5279595,5279595,0.423278,0.002455,128,0.25,10,terrain_mountain_328_easy_sg10,3.643,11.922,11.899,0.0084,0.096497,0.0,0.0,0.84198,0.039001,2,0.839905,0.997535,maps/mountain/terrain_mountain_328_easy.json,images/terrain/mountain/terrain_mountain_328_easy.png,images/analysis/mountain/terrain_mountain_328_easy_analysis.png
terrain_mountain_328_medium,terrain_mountain_328,328,mountain,medium,5279595,5279595,0.861811,0.007298,128,0.25,10,terrain_mountain_328_medium_sg10,7.417,21.4691,21.4312,0.0171,0.283936,0.014221,0.030823,0.651611,0.056656,7,0.644043,0.988385,maps/mountain/terrain_mountain_328_medium.json,images/terrain/mountain/terrain_mountain_328_medium.png,images/analysis/mountain/terrain_mountain_328_medium_analysis.png
terrain_mountain_328_hard,terrain_mountain_328,328,mountain,hard,5279595,5279595,1.102462,0.015944,128,0.25,10,terrain_mountain_328_hard_sg10,9.487,25.6868,25.6423,0.0219,0.407532,0.030334,0.089783,0.528442,0.058009,19,0.439758,0.832178,maps/mountain/terrain_mountain_328_hard.json,images/terrain/mountain/terrain_mountain_328_hard.png,images/analysis/mountain/terrain_mountain_328_hard_analysis.png
terrain_mountain_329_easy,terrain_mountain_329,329,mountain,easy,5289602,5499060,0.471026,0.002732,128,0.25,10,terrain_mountain_329_easy_sg10,3.0047,12.0505,12.0078,0.0108,0.098572,0.001465,0.003174,0.839355,0.041769,4,0.833313,0.992801,maps/mountain/terrain_mountain_329_easy.json,images/terrain/mountain/terrain_mountain_329_easy.png,images/analysis/mountain/terrain_mountain_329_easy_analysis.png
terrain_mountain_329_medium,terrain_mountain_329,329,mountain,medium,5289602,5499060,0.997596,0.011949,128,0.25,10,terrain_mountain_329_medium_sg10,6.3651,22.1563,22.078,0.0229,0.285645,0.037415,0.051636,0.648315,0.061577,20,0.624023,0.962531,maps/mountain/terrain_mountain_329_medium.json,images/terrain/mountain/terrain_mountain_329_medium.png,images/analysis/mountain/terrain_mountain_329_medium_analysis.png
terrain_mountain_329_hard,terrain_mountain_329,329,mountain,hard,5289602,5499060,1.283673,0.023419,128,0.25,10,terrain_mountain_329_hard_sg10,8.1928,26.5412,26.4471,0.0295,0.422607,0.069031,0.116455,0.506592,0.059609,37,0.406616,0.802651,maps/mountain/terrain_mountain_329_hard.json,images/terrain/mountain/terrain_mountain_329_hard.png,images/analysis/mountain/terrain_mountain_329_hard_analysis.png
terrain_mountain_330_easy,terrain_mountain_330,330,mountain,easy,5299609,5299609,0.401251,0.002327,128,0.25,10,terrain_mountain_330_easy_sg10,3.3314,10.4357,10.4312,0.0079,0.09668,0.0,0.0,0.841797,0.044168,5,0.838013,0.995505,maps/mountain/terrain_mountain_330_easy.json,images/terrain/mountain/terrain_mountain_330_easy.png,images/analysis/mountain/terrain_mountain_330_easy_analysis.png
terrain_mountain_330_medium,terrain_mountain_330,330,mountain,medium,5299609,5299609,0.997596,0.011949,128,0.25,10,terrain_mountain_330_medium_sg10,8.2779,21.6422,21.6197,0.0197,0.290466,0.023132,0.102722,0.644592,0.058994,22,0.637451,0.988922,maps/mountain/terrain_mountain_330_medium.json,images/terrain/mountain/terrain_mountain_330_medium.png,images/analysis/mountain/terrain_mountain_330_medium_analysis.png
terrain_mountain_330_hard,terrain_mountain_330,330,mountain,hard,5299609,5299609,1.420741,0.029449,128,0.25,10,terrain_mountain_330_hard_sg10,11.7795,27.4428,27.4076,0.0282,0.410034,0.056519,0.187195,0.524109,0.05967,26,0.497925,0.950041,maps/mountain/terrain_mountain_330_hard.json,images/terrain/mountain/terrain_mountain_330_hard.png,images/analysis/mountain/terrain_mountain_330_hard_analysis.png
terrain_mountain_331_easy,terrain_mountain_331,331,mountain,easy,5309616,5309616,0.401251,0.002327,128,0.25,10,terrain_mountain_331_easy_sg10,3.7458,11.4879,11.4572,0.0089,0.101318,0.0,0.0,0.83783,0.044783,2,0.833618,0.994973,maps/mountain/terrain_mountain_331_easy.json,images/terrain/mountain/terrain_mountain_331_easy.png,images/analysis/mountain/terrain_mountain_331_easy_analysis.png
terrain_mountain_331_medium,terrain_mountain_331,331,mountain,medium,5309616,5309616,0.861811,0.007298,128,0.25,10,terrain_mountain_331_medium_sg10,8.0449,21.4936,21.4322,0.0191,0.263672,0.02002,0.074402,0.673279,0.047429,18,0.592163,0.879521,maps/mountain/terrain_mountain_331_medium.json,images/terrain/mountain/terrain_mountain_331_medium.png,images/analysis/mountain/terrain_mountain_331_medium_analysis.png
terrain_mountain_331_hard,terrain_mountain_331,331,mountain,hard,5309616,5309616,1.283673,0.023419,128,0.25,10,terrain_mountain_331_hard_sg10,11.9799,28.4662,28.3826,0.0285,0.411865,0.049988,0.166565,0.525574,0.061454,16,0.445618,0.847869,maps/mountain/terrain_mountain_331_hard.json,images/terrain/mountain/terrain_mountain_331_hard.png,images/analysis/mountain/terrain_mountain_331_hard_analysis.png
terrain_mountain_332_easy,terrain_mountain_332,332,mountain,easy,5319623,5319623,0.380371,0.002206,128,0.25,10,terrain_mountain_332_easy_sg10,4.0137,10.2261,10.2036,0.0072,0.093018,0.0,0.0,0.845459,0.038816,2,0.839661,0.993142,maps/mountain/terrain_mountain_332_easy.json,images/terrain/mountain/terrain_mountain_332_easy.png,images/analysis/mountain/terrain_mountain_332_easy_analysis.png
terrain_mountain_332_medium,terrain_mountain_332,332,mountain,medium,5319623,5319623,0.861811,0.007298,128,0.25,10,terrain_mountain_332_medium_sg10,9.0935,19.8959,19.8505,0.0164,0.28949,0.015625,0.03595,0.644592,0.043861,11,0.619141,0.960515,maps/mountain/terrain_mountain_332_medium.json,images/terrain/mountain/terrain_mountain_332_medium.png,images/analysis/mountain/terrain_mountain_332_medium_analysis.png
terrain_mountain_332_hard,terrain_mountain_332,332,mountain,hard,5319623,5319623,1.494669,0.032813,128,0.25,10,terrain_mountain_332_hard_sg10,15.7695,28.655,28.5844,0.0286,0.418823,0.0578,0.194336,0.514526,0.045583,12,0.494446,0.960973,maps/mountain/terrain_mountain_332_hard.json,images/terrain/mountain/terrain_mountain_332_hard.png,images/analysis/mountain/terrain_mountain_332_hard_analysis.png
terrain_mountain_333_easy,terrain_mountain_333,333,mountain,easy,5329630,5329630,0.552935,0.003207,128,0.25,10,terrain_mountain_333_easy_sg10,4.473,11.3508,11.323,0.0095,0.091736,0.002502,0.0,0.845459,0.035618,2,0.845032,0.999495,maps/mountain/terrain_mountain_333_easy.json,images/terrain/mountain/terrain_mountain_333_easy.png,images/analysis/mountain/terrain_mountain_333_easy_analysis.png
terrain_mountain_333_medium,terrain_mountain_333,333,mountain,medium,5329630,5329630,1.212491,0.020408,128,0.25,10,terrain_mountain_333_medium_sg10,9.8109,21.3227,21.2752,0.0209,0.284912,0.033997,0.062561,0.650269,0.051366,10,0.647217,0.995307,maps/mountain/terrain_mountain_333_medium.json,images/terrain/mountain/terrain_mountain_333_medium.png,images/analysis/mountain/terrain_mountain_333_medium_analysis.png
terrain_mountain_333_hard,terrain_mountain_333,333,mountain,hard,5329630,5329630,1.740347,0.044478,128,0.25,10,terrain_mountain_333_hard_sg10,14.0845,27.3711,27.3112,0.0301,0.413574,0.065186,0.111328,0.521057,0.051981,20,0.43042,0.826051,maps/mountain/terrain_mountain_333_hard.json,images/terrain/mountain/terrain_mountain_333_hard.png,images/analysis/mountain/terrain_mountain_333_hard_analysis.png
terrain_mountain_334_easy,terrain_mountain_334,334,mountain,easy,5339637,5549095,0.423278,0.002455,128,0.25,10,terrain_mountain_334_easy_sg10,2.7264,10.3989,10.3771,0.0101,0.098083,0.006226,0.0,0.837585,0.042753,8,0.789917,0.943088,maps/mountain/terrain_mountain_334_easy.json,images/terrain/mountain/terrain_mountain_334_easy.png,images/analysis/mountain/terrain_mountain_334_easy_analysis.png
terrain_mountain_334_medium,terrain_mountain_334,334,mountain,medium,5339637,5549095,0.997596,0.011949,128,0.25,10,terrain_mountain_334_medium_sg10,6.4266,20.4793,20.4462,0.0237,0.272217,0.051941,0.088257,0.661072,0.048413,15,0.607727,0.919306,maps/mountain/terrain_mountain_334_medium.json,images/terrain/mountain/terrain_mountain_334_medium.png,images/analysis/mountain/terrain_mountain_334_medium_analysis.png
terrain_mountain_334_hard,terrain_mountain_334,334,mountain,hard,5339637,5549095,1.047932,0.013831,128,0.25,10,terrain_mountain_334_hard_sg10,6.751,21.1994,21.1656,0.025,0.283875,0.057556,0.104004,0.649292,0.048659,15,0.599548,0.923388,maps/mountain/terrain_mountain_334_hard.json,images/terrain/mountain/terrain_mountain_334_hard.png,images/analysis/mountain/terrain_mountain_334_hard_analysis.png
terrain_rugged_001_easy,terrain_rugged_001,1,rugged,easy,3007309,3007309,0.649087,0.005063,128,0.25,10,terrain_rugged_001_easy_sg10,3.6337,13.9763,13.8607,0.0219,0.094299,0.00824,0.001465,0.840088,0.053211,11,0.833374,0.992008,maps/rugged/terrain_rugged_001_easy.json,images/terrain/rugged/terrain_rugged_001_easy.png,images/analysis/rugged/terrain_rugged_001_easy_analysis.png
terrain_rugged_001_medium,terrain_rugged_001,1,rugged,medium,3007309,3007309,0.997596,0.01607,128,0.25,10,terrain_rugged_001_medium_sg10,5.5847,20.2392,20.0802,0.0338,0.261963,0.057312,0.023071,0.651428,0.0836,28,0.597351,0.916987,maps/rugged/terrain_rugged_001_medium.json,images/terrain/rugged/terrain_rugged_001_medium.png,images/analysis/rugged/terrain_rugged_001_medium_analysis.png
terrain_rugged_001_hard,terrain_rugged_001,1,rugged,hard,3007309,3007309,1.102462,0.021442,128,0.25,10,terrain_rugged_001_hard_sg10,6.1718,21.9481,21.7779,0.0374,0.306763,0.077881,0.037048,0.59967,0.08846,45,0.514404,0.857812,maps/rugged/terrain_rugged_001_hard.json,images/terrain/rugged/terrain_rugged_001_hard.png,images/analysis/rugged/terrain_rugged_001_hard_analysis.png
terrain_rugged_002_easy,terrain_rugged_002,2,rugged,easy,3017316,3122045,0.401251,0.00313,128,0.25,10,terrain_rugged_002_easy_sg10,4.1328,11.1663,11.0908,0.0159,0.089661,0.004822,0.0,0.845398,0.046813,4,0.824219,0.974948,maps/rugged/terrain_rugged_002_easy.json,images/terrain/rugged/terrain_rugged_002_easy.png,images/analysis/rugged/terrain_rugged_002_easy_analysis.png
terrain_rugged_002_medium,terrain_rugged_002,2,rugged,medium,3017316,3122045,0.781718,0.006746,128,0.25,10,terrain_rugged_002_medium_sg10,8.0522,19.5068,19.3864,0.0311,0.258057,0.064575,0.058838,0.656921,0.062069,42,0.556335,0.846883,maps/rugged/terrain_rugged_002_medium.json,images/terrain/rugged/terrain_rugged_002_medium.png,images/analysis/rugged/terrain_rugged_002_medium_analysis.png
terrain_rugged_002_hard,terrain_rugged_002,2,rugged,hard,3017316,3122045,1.159829,0.02453,128,0.25,10,terrain_rugged_002_hard_sg10,11.9616,25.9891,25.8381,0.0463,0.38324,0.147156,0.166077,0.520996,0.061331,45,0.45459,0.87254,maps/rugged/terrain_rugged_002_hard.json,images/terrain/rugged/terrain_rugged_002_hard.png,images/analysis/rugged/terrain_rugged_002_hard_analysis.png
terrain_rugged_003_easy,terrain_rugged_003,3,rugged,easy,3027323,3027323,0.496884,0.003876,128,0.25,10,terrain_rugged_003_easy_sg10,4.1316,12.2164,12.1402,0.0184,0.085449,0.017761,0.003357,0.84314,0.050997,13,0.839661,0.995874,maps/rugged/terrain_rugged_003_easy.json,images/terrain/rugged/terrain_rugged_003_easy.png,images/analysis/rugged/terrain_rugged_003_easy_analysis.png
terrain_rugged_003_medium,terrain_rugged_003,3,rugged,medium,3027323,3027323,0.861811,0.009815,128,0.25,10,terrain_rugged_003_medium_sg10,7.1663,19.3752,19.2711,0.0319,0.257568,0.087341,0.068359,0.651001,0.066806,49,0.629578,0.967092,maps/rugged/terrain_rugged_003_medium.json,images/terrain/rugged/terrain_rugged_003_medium.png,images/analysis/rugged/terrain_rugged_003_medium_analysis.png
terrain_rugged_003_hard,terrain_rugged_003,3,rugged,hard,3027323,3027323,1.283673,0.031494,128,0.25,10,terrain_rugged_003_hard_sg10,10.6758,26.0699,25.9455,0.048,0.383484,0.154724,0.158203,0.521179,0.058994,43,0.505066,0.969083,maps/rugged/terrain_rugged_003_hard.json,images/terrain/rugged/terrain_rugged_003_hard.png,images/analysis/rugged/terrain_rugged_003_hard_analysis.png
terrain_rugged_004_easy,terrain_rugged_004,4,rugged,easy,3037330,3142059,0.552935,0.004313,128,0.25,10,terrain_rugged_004_easy_sg10,3.3781,11.5359,11.4617,0.0181,0.085999,0.030334,0.017517,0.83783,0.04749,12,0.834351,0.995848,maps/rugged/terrain_rugged_004_easy.json,images/terrain/rugged/terrain_rugged_004_easy.png,images/analysis/rugged/terrain_rugged_004_easy_analysis.png
terrain_rugged_004_medium,terrain_rugged_004,4,rugged,medium,3037330,3142059,1.099808,0.021302,128,0.25,10,terrain_rugged_004_medium_sg10,6.7207,20.4118,20.2962,0.0364,0.244446,0.102051,0.092712,0.665894,0.066499,32,0.657104,0.986801,maps/rugged/terrain_rugged_004_medium.json,images/terrain/rugged/terrain_rugged_004_medium.png,images/analysis/rugged/terrain_rugged_004_medium_analysis.png
terrain_rugged_004_hard,terrain_rugged_004,4,rugged,hard,3037330,3142059,1.159829,0.02453,128,0.25,10,terrain_rugged_004_hard_sg10,7.0877,21.2596,21.1404,0.0384,0.260742,0.110107,0.101685,0.648926,0.066314,39,0.637085,0.981753,maps/rugged/terrain_rugged_004_hard.json,images/terrain/rugged/terrain_rugged_004_hard.png,images/analysis/rugged/terrain_rugged_004_hard_analysis.png
terrain_rugged_005_easy,terrain_rugged_005,5,rugged,easy,3047337,3047337,0.360576,0.002812,128,0.25,10,terrain_rugged_005_easy_sg10,3.7107,10.8884,10.8278,0.0146,0.095032,0.001831,0.0,0.841675,0.041031,14,0.828918,0.984844,maps/rugged/terrain_rugged_005_easy.json,images/terrain/rugged/terrain_rugged_005_easy.png,images/analysis/rugged/terrain_rugged_005_easy_analysis.png
terrain_rugged_005_medium,terrain_rugged_005,5,rugged,medium,3047337,3047337,0.820788,0.008157,128,0.25,10,terrain_rugged_005_medium_sg10,8.4493,21.0099,20.905,0.0334,0.257202,0.085938,0.102478,0.651428,0.062685,39,0.602539,0.924951,maps/rugged/terrain_rugged_005_medium.json,images/terrain/rugged/terrain_rugged_005_medium.png,images/analysis/rugged/terrain_rugged_005_medium_analysis.png
terrain_rugged_005_hard,terrain_rugged_005,5,rugged,hard,3047337,3047337,0.9,0.011472,128,0.25,10,terrain_rugged_005_hard_sg10,9.2667,22.4384,22.3284,0.0366,0.280457,0.107666,0.127869,0.62384,0.062562,36,0.577637,0.925937,maps/rugged/terrain_rugged_005_hard.json,images/terrain/rugged/terrain_rugged_005_hard.png,images/analysis/rugged/terrain_rugged_005_hard_analysis.png
terrain_rugged_006_easy,terrain_rugged_006,6,rugged,easy,3057344,3162073,0.471026,0.003674,128,0.25,10,terrain_rugged_006_easy_sg10,3.3844,12.99,12.9374,0.0171,0.09552,0.001587,0.001465,0.841614,0.054072,11,0.832031,0.988614,maps/rugged/terrain_rugged_006_easy.json,images/terrain/rugged/terrain_rugged_006_easy.png,images/analysis/rugged/terrain_rugged_006_easy_analysis.png
terrain_rugged_006_medium,terrain_rugged_006,6,rugged,medium,3057344,3162073,0.820788,0.008157,128,0.25,10,terrain_rugged_006_medium_sg10,5.8975,20.7275,20.645,0.0298,0.277161,0.035583,0.039734,0.645447,0.084338,35,0.561584,0.870071,maps/rugged/terrain_rugged_006_medium.json,images/terrain/rugged/terrain_rugged_006_medium.png,images/analysis/rugged/terrain_rugged_006_medium_analysis.png
terrain_rugged_006_hard,terrain_rugged_006,6,rugged,hard,3057344,3162073,1.047932,0.018601,128,0.25,10,terrain_rugged_006_hard_sg10,7.5292,24.9602,24.8621,0.0382,0.373901,0.079224,0.098145,0.535583,0.084461,74,0.471497,0.880342,maps/rugged/terrain_rugged_006_hard.json,images/terrain/rugged/terrain_rugged_006_hard.png,images/analysis/rugged/terrain_rugged_006_hard_analysis.png
terrain_rugged_007_easy,terrain_rugged_007,7,rugged,easy,3067351,3067351,0.496884,0.003876,128,0.25,10,terrain_rugged_007_easy_sg10,4.2729,11.3149,11.2679,0.0155,0.089661,0.014221,0.002747,0.843323,0.043738,26,0.83551,0.990736,maps/rugged/terrain_rugged_007_easy.json,images/terrain/rugged/terrain_rugged_007_easy.png,images/analysis/rugged/terrain_rugged_007_easy_analysis.png
terrain_rugged_007_medium,terrain_rugged_007,7,rugged,medium,3067351,3067351,1.154776,0.024255,128,0.25,10,terrain_rugged_007_medium_sg10,9.9323,22.323,22.2505,0.0363,0.267212,0.126404,0.133972,0.647583,0.054195,35,0.561462,0.867012,maps/rugged/terrain_rugged_007_medium.json,images/terrain/rugged/terrain_rugged_007_medium.png,images/analysis/rugged/terrain_rugged_007_medium_analysis.png
terrain_rugged_007_hard,terrain_rugged_007,7,rugged,hard,3067351,3067351,1.572445,0.048991,128,0.25,10,terrain_rugged_007_hard_sg10,13.5267,27.7165,27.6348,0.0497,0.390747,0.177246,0.186768,0.529907,0.052719,36,0.483521,0.912463,maps/rugged/terrain_rugged_007_hard.json,images/terrain/rugged/terrain_rugged_007_hard.png,images/analysis/rugged/terrain_rugged_007_hard_analysis.png
terrain_rugged_008_easy,terrain_rugged_008,8,rugged,easy,3077358,3077358,0.552935,0.004313,128,0.25,10,terrain_rugged_008_easy_sg10,3.4776,11.2372,11.1602,0.0179,0.095093,0.003052,0.001099,0.841919,0.049828,6,0.824768,0.979629,maps/rugged/terrain_rugged_008_easy.json,images/terrain/rugged/terrain_rugged_008_easy.png,images/analysis/rugged/terrain_rugged_008_easy_analysis.png
terrain_rugged_008_medium,terrain_rugged_008,8,rugged,medium,3077358,3077358,1.273091,0.030885,128,0.25,10,terrain_rugged_008_medium_sg10,8.0118,22.1773,22.0435,0.0417,0.271423,0.128052,0.135559,0.625244,0.071235,52,0.526489,0.842054,maps/rugged/terrain_rugged_008_medium.json,images/terrain/rugged/terrain_rugged_008_medium.png,images/analysis/rugged/terrain_rugged_008_medium_analysis.png
terrain_rugged_008_hard,terrain_rugged_008,8,rugged,hard,3077358,3077358,1.494669,0.044128,128,0.25,10,terrain_rugged_008_hard_sg10,9.4121,24.9017,24.756,0.0491,0.323486,0.172119,0.195496,0.567505,0.070189,47,0.478516,0.843192,maps/rugged/terrain_rugged_008_hard.json,images/terrain/rugged/terrain_rugged_008_hard.png,images/analysis/rugged/terrain_rugged_008_hard_analysis.png
terrain_rugged_009_easy,terrain_rugged_009,9,rugged,easy,3087365,3087365,0.649087,0.005063,128,0.25,10,terrain_rugged_009_easy_sg10,3.7923,13.2039,13.1104,0.0208,0.091431,0.00531,0.005676,0.843628,0.046937,5,0.822937,0.975474,maps/rugged/terrain_rugged_009_easy.json,images/terrain/rugged/terrain_rugged_009_easy.png,images/analysis/rugged/terrain_rugged_009_easy_analysis.png
terrain_rugged_009_medium,terrain_rugged_009,9,rugged,medium,3087365,3087365,1.047456,0.018576,128,0.25,10,terrain_rugged_009_medium_sg10,6.1259,19.794,19.6601,0.0336,0.221436,0.06073,0.053589,0.690674,0.083723,36,0.673462,0.97508,maps/rugged/terrain_rugged_009_medium.json,images/terrain/rugged/terrain_rugged_009_medium.png,images/analysis/rugged/terrain_rugged_009_medium_analysis.png
terrain_rugged_009_hard,terrain_rugged_009,9,rugged,hard,3087365,3087365,1.159829,0.02453,128,0.25,10,terrain_rugged_009_hard_sg10,6.7854,21.4635,21.3202,0.0373,0.262634,0.082764,0.068909,0.642822,0.089198,48,0.620483,0.965249,maps/rugged/terrain_rugged_009_hard.json,images/terrain/rugged/terrain_rugged_009_hard.png,images/analysis/rugged/terrain_rugged_009_hard_analysis.png
terrain_rugged_010_easy,terrain_rugged_010,10,rugged,easy,3097372,3097372,0.649087,0.005063,128,0.25,10,terrain_rugged_010_easy_sg10,3.5403,13.2395,13.1469,0.0207,0.089722,0.005432,0.001099,0.845215,0.051981,8,0.832581,0.985052,maps/rugged/terrain_rugged_010_easy.json,images/terrain/rugged/terrain_rugged_010_easy.png,images/analysis/rugged/terrain_rugged_010_easy_analysis.png
terrain_rugged_010_medium,terrain_rugged_010,10,rugged,medium,3097372,3097372,0.997596,0.01607,128,0.25,10,terrain_rugged_010_medium_sg10,5.4396,19.1186,18.9944,0.0319,0.218506,0.063232,0.026428,0.688354,0.083354,37,0.665771,0.967193,maps/rugged/terrain_rugged_010_medium.json,images/terrain/rugged/terrain_rugged_010_medium.png,images/analysis/rugged/terrain_rugged_010_medium_analysis.png
terrain_rugged_010_hard,terrain_rugged_010,10,rugged,hard,3097372,3097372,1.159829,0.02453,128,0.25,10,terrain_rugged_010_hard_sg10,6.323,21.5708,21.4351,0.0372,0.285217,0.099243,0.053894,0.612122,0.088337,66,0.562256,0.918536,maps/rugged/terrain_rugged_010_hard.json,images/terrain/rugged/terrain_rugged_010_hard.png,images/analysis/rugged/terrain_rugged_010_hard_analysis.png
terrain_rugged_011_easy,terrain_rugged_011,11,rugged,easy,3107379,3107379,0.446515,0.003483,128,0.25,10,terrain_rugged_011_easy_sg10,3.788,12.9614,12.8853,0.016,0.10437,0.003113,0.002625,0.832397,0.050135,4,0.826599,0.993034,maps/rugged/terrain_rugged_011_easy.json,images/terrain/rugged/terrain_rugged_011_easy.png,images/analysis/rugged/terrain_rugged_011_easy_analysis.png
terrain_rugged_011_medium,terrain_rugged_011,11,rugged,medium,3107379,3107379,0.709069,0.005531,128,0.25,10,terrain_rugged_011_medium_sg10,6.0154,19.2173,19.1081,0.0255,0.270752,0.034058,0.016846,0.648804,0.070989,31,0.614807,0.947601,maps/rugged/terrain_rugged_011_medium.json,images/terrain/rugged/terrain_rugged_011_medium.png,images/analysis/rugged/terrain_rugged_011_medium_analysis.png
terrain_rugged_011_hard,terrain_rugged_011,11,rugged,hard,3107379,3107379,0.9961,0.015996,128,0.25,10,terrain_rugged_011_hard_sg10,8.4548,24.9162,24.7794,0.0359,0.397766,0.076904,0.059082,0.511414,0.073019,41,0.486694,0.951665,maps/rugged/terrain_rugged_011_hard.json,images/terrain/rugged/terrain_rugged_011_hard.png,images/analysis/rugged/terrain_rugged_011_hard_analysis.png
terrain_rugged_012_easy,terrain_rugged_012,12,rugged,easy,3117386,3117386,0.471026,0.003674,128,0.25,10,terrain_rugged_012_easy_sg10,3.6267,11.9994,11.9121,0.0194,0.094727,0.00885,0.0,0.83728,0.057087,11,0.835876,0.998323,maps/rugged/terrain_rugged_012_easy.json,images/terrain/rugged/terrain_rugged_012_easy.png,images/analysis/rugged/terrain_rugged_012_easy_analysis.png
terrain_rugged_012_medium,terrain_rugged_012,12,rugged,medium,3117386,3117386,0.781718,0.006746,128,0.25,10,terrain_rugged_012_medium_sg10,6.019,18.4712,18.3469,0.0322,0.24231,0.072449,0.028809,0.662476,0.083108,59,0.623596,0.941312,maps/rugged/terrain_rugged_012_medium.json,images/terrain/rugged/terrain_rugged_012_medium.png,images/analysis/rugged/terrain_rugged_012_medium_analysis.png
