matched_group_id,family,instance_index,matched_task_id,task_index,start_x,start_y,goal_x,goal_y,distance_class,reference_weighted_distance,reference_distance_difficulty,canonical_visualization
terrain_mountain_013,mountain,13,terrain_mountain_013_sg10,10,22,121,92,13,long,46.4216,hard,True
terrain_mountain_014,mountain,14,terrain_mountain_014_sg01,1,80,27,89,61,short,11.2854,hard,False
terrain_mountain_014,mountain,14,terrain_mountain_014_sg02,2,48,16,80,35,short,13.3657,hard,False
terrain_mountain_014,mountain,14,terrain_mountain_014_sg03,3,93,43,93,91,short,15.5329,hard,False
terrain_mountain_014,mountain,14,terrain_mountain_014_sg04,4,73,18,115,87,medium,22.7716,hard,False
terrain_mountain_014,mountain,14,terrain_mountain_014_sg05,5,80,35,119,114,medium,28.8275,hard,False
terrain_mountain_014,mountain,14,terrain_mountain_014_sg06,6,12,24,121,79,medium,41.1522,hard,False
terrain_mountain_014,mountain,14,terrain_mountain_014_sg07,7,7,34,121,116,medium,56.2403,hard,False
terrain_mountain_014,mountain,14,terrain_mountain_014_sg08,8,43,99,111,55,long,72.1631,hard,False
terrain_mountain_014,mountain,14,terrain_mountain_014_sg09,9,16,74,115,9,long,76.3858,hard,False
terrain_mountain_014,mountain,14,terrain_mountain_014_sg10,10,27,107,104,17,long,80.9677,hard,True
terrain_mountain_015,mountain,15,terrain_mountain_015_sg01,1,13,74,15,111,short,13.0599,hard,False
terrain_mountain_015,mountain,15,terrain_mountain_015_sg02,2,117,90,120,31,short,15.3936,hard,False
terrain_mountain_015,mountain,15,terrain_mountain_015_sg03,3,47,34,108,34,short,17.7344,hard,False
terrain_mountain_015,mountain,15,terrain_mountain_015_sg04,4,77,73,101,36,medium,23.2809,hard,False
terrain_mountain_015,mountain,15,terrain_mountain_015_sg05,5,32,38,116,31,medium,25.2663,hard,False
terrain_mountain_015,mountain,15,terrain_mountain_015_sg06,6,69,66,102,70,medium,27.2043,hard,False
terrain_mountain_015,mountain,15,terrain_mountain_015_sg07,7,24,35,112,62,medium,29.1971,hard,False
terrain_mountain_015,mountain,15,terrain_mountain_015_sg08,8,7,28,121,43,long,34.9802,hard,False
terrain_mountain_015,mountain,15,terrain_mountain_015_sg09,9,13,74,104,21,long,39.0698,hard,False
terrain_mountain_015,mountain,15,terrain_mountain_015_sg10,10,23,110,48,6,long,48.4542,hard,True
terrain_mountain_016,mountain,16,terrain_mountain_016_sg01,1,111,90,113,42,short,15.4209,hard,False
terrain_mountain_016,mountain,16,terrain_mountain_016_sg02,2,67,97,105,94,short,17.8868,hard,False
terrain_mountain_016,mountain,16,terrain_mountain_016_sg03,3,58,65,76,78,short,20.5049,hard,False
terrain_mountain_016,mountain,16,terrain_mountain_016_sg04,4,10,22,73,59,medium,27.3479,hard,False
terrain_mountain_016,mountain,16,terrain_mountain_016_sg05,5,10,22,66,87,medium,30.315,hard,False
terrain_mountain_016,mountain,16,terrain_mountain_016_sg06,6,47,17,69,121,medium,33.4418,hard,False
terrain_mountain_016,mountain,16,terrain_mountain_016_sg07,7,70,27,112,112,medium,36.4462,hard,False
terrain_mountain_016,mountain,16,terrain_mountain_016_sg08,8,40,42,120,80,long,44.2944,hard,False
terrain_mountain_016,mountain,16,terrain_mountain_016_sg09,9,17,42,19,109,long,47.589,hard,False
terrain_mountain_016,mountain,16,terrain_mountain_016_sg10,10,14,28,116,86,long,52.0258,hard,True
terrain_mountain_017,mountain,17,terrain_mountain_017_sg01,1,72,60,104,30,short,11.5666,hard,False
terrain_mountain_017,mountain,17,terrain_mountain_017_sg02,2,61,50,82,11,short,13.3632,hard,False
terrain_mountain_017,mountain,17,terrain_mountain_017_sg03,3,101,116,115,72,short,15.2188,hard,False
terrain_mountain_017,mountain,17,terrain_mountain_017_sg04,4,46,21,91,62,medium,20.5293,hard,False
terrain_mountain_017,mountain,17,terrain_mountain_017_sg05,5,117,97,119,16,medium,22.9589,hard,False
terrain_mountain_017,mountain,17,terrain_mountain_017_sg06,6,21,7,76,68,medium,25.2052,hard,False
terrain_mountain_017,mountain,17,terrain_mountain_017_sg07,7,99,44,107,116,medium,27.357,hard,False
terrain_mountain_017,mountain,17,terrain_mountain_017_sg08,8,99,12,120,116,long,33.4759,hard,False
terrain_mountain_017,mountain,17,terrain_mountain_017_sg09,9,39,36,108,118,long,36.9581,hard,False
terrain_mountain_017,mountain,17,terrain_mountain_017_sg10,10,77,112,103,10,long,41.5914,hard,True
terrain_mountain_018,mountain,18,terrain_mountain_018_sg01,1,50,113,94,119,short,15.1062,hard,False
terrain_mountain_018,mountain,18,terrain_mountain_018_sg02,2,60,67,82,17,short,19.1476,hard,False
terrain_mountain_018,mountain,18,terrain_mountain_018_sg03,3,97,105,117,33,short,22.6177,hard,False
terrain_mountain_018,mountain,18,terrain_mountain_018_sg04,4,7,96,79,104,medium,31.1108,hard,False
terrain_mountain_018,mountain,18,terrain_mountain_018_sg05,5,66,35,80,98,medium,34.4088,hard,False
terrain_mountain_018,mountain,18,terrain_mountain_018_sg06,6,17,74,96,109,medium,37.8665,hard,False
terrain_mountain_018,mountain,18,terrain_mountain_018_sg07,7,7,92,110,84,medium,41.6799,hard,False
terrain_mountain_018,mountain,18,terrain_mountain_018_sg08,8,14,120,82,17,long,57.3932,hard,False
terrain_mountain_018,mountain,18,terrain_mountain_018_sg09,9,11,24,112,119,long,62.94,hard,False
terrain_mountain_018,mountain,18,terrain_mountain_018_sg10,10,32,79,106,15,long,70.3858,hard,True
terrain_mountain_019,mountain,19,terrain_mountain_019_sg01,1,64,33,101,21,short,12.1377,hard,False
terrain_mountain_019,mountain,19,terrain_mountain_019_sg02,2,20,24,67,7,short,15.1029,hard,False
terrain_mountain_019,mountain,19,terrain_mountain_019_sg03,3,15,29,58,36,short,17.9441,hard,False
terrain_mountain_019,mountain,19,terrain_mountain_019_sg04,4,16,57,41,118,medium,24.6938,hard,False
terrain_mountain_019,mountain,19,terrain_mountain_019_sg05,5,25,30,28,105,medium,27.6333,hard,False
terrain_mountain_019,mountain,19,terrain_mountain_019_sg06,6,28,32,39,90,medium,31.3681,hard,False
terrain_mountain_019,mountain,19,terrain_mountain_019_sg07,7,16,49,119,15,medium,35.8761,hard,False
terrain_mountain_019,mountain,19,terrain_mountain_019_sg08,8,43,96,73,12,long,47.3823,hard,False
terrain_mountain_019,mountain,19,terrain_mountain_019_sg09,9,55,111,78,18,long,52.8558,hard,False
terrain_mountain_019,mountain,19,terrain_mountain_019_sg10,10,69,31,78,103,long,58.0597,hard,True
terrain_mountain_020,mountain,20,terrain_mountain_020_sg01,1,14,21,14,71,short,12.7694,hard,False
terrain_mountain_020,mountain,20,terrain_mountain_020_sg02,2,20,46,49,31,short,15.3391,hard,False
terrain_mountain_020,mountain,20,terrain_mountain_020_sg03,3,39,75,52,111,short,17.9074,hard,False
terrain_mountain_020,mountain,20,terrain_mountain_020_sg04,4,39,75,87,99,medium,24.5174,hard,False
terrain_mountain_020,mountain,20,terrain_mountain_020_sg05,5,21,43,97,17,medium,27.2875,hard,False
terrain_mountain_020,mountain,20,terrain_mountain_020_sg06,6,18,68,39,75,medium,29.9707,hard,False
terrain_mountain_020,mountain,20,terrain_mountain_020_sg07,7,20,46,119,21,medium,32.5321,hard,False
terrain_mountain_020,mountain,20,terrain_mountain_020_sg08,8,86,91,91,20,long,38.8532,hard,False
terrain_mountain_020,mountain,20,terrain_mountain_020_sg09,9,10,72,85,92,long,41.6032,hard,False
terrain_mountain_020,mountain,20,terrain_mountain_020_sg10,10,22,18,93,103,long,44.7387,hard,True
terrain_mountain_021,mountain,21,terrain_mountain_021_sg01,1,36,69,65,46,short,12.4138,hard,False
terrain_mountain_021,mountain,21,terrain_mountain_021_sg02,2,102,106,109,76,short,15.1431,hard,False
terrain_mountain_021,mountain,21,terrain_mountain_021_sg03,3,16,26,34,79,short,17.6308,hard,False
terrain_mountain_021,mountain,21,terrain_mountain_021_sg04,4,15,116,19,22,medium,24.8847,hard,False
terrain_mountain_021,mountain,21,terrain_mountain_021_sg05,5,14,33,74,53,medium,29.837,hard,False
terrain_mountain_021,mountain,21,terrain_mountain_021_sg06,6,15,19,73,49,medium,34.0023,hard,False
terrain_mountain_021,mountain,21,terrain_mountain_021_sg07,7,19,85,121,56,medium,38.1825,hard,False
terrain_mountain_021,mountain,21,terrain_mountain_021_sg08,8,18,83,72,107,long,50.0158,hard,False
terrain_mountain_021,mountain,21,terrain_mountain_021_sg09,9,18,67,111,116,long,53.9109,hard,False
terrain_mountain_021,mountain,21,terrain_mountain_021_sg10,10,12,48,76,120,long,58.703,hard,True
terrain_mountain_022,mountain,22,terrain_mountain_022_sg01,1,82,121,115,108,short,9.7525,hard,False
terrain_mountain_022,mountain,22,terrain_mountain_022_sg02,2,83,87,103,54,short,11.0825,hard,False
terrain_mountain_022,mountain,22,terrain_mountain_022_sg03,3,55,90,76,69,short,12.4241,hard,False
terrain_mountain_022,mountain,22,terrain_mountain_022_sg04,4,52,47,94,89,medium,16.122,hard,False
terrain_mountain_022,mountain,22,terrain_mountain_022_sg05,5,77,114,118,69,medium,17.8385,hard,False
terrain_mountain_022,mountain,22,terrain_mountain_022_sg06,6,60,45,101,78,medium,19.7909,hard,False
terrain_mountain_022,mountain,22,terrain_mountain_022_sg07,7,14,30,50,47,medium,21.9917,hard,False
terrain_mountain_022,mountain,22,terrain_mountain_022_sg08,8,6,17,77,40,long,30.1412,hard,False
terrain_mountain_022,mountain,22,terrain_mountain_022_sg09,9,23,43,84,49,long,34.0636,hard,False
terrain_mountain_022,mountain,22,terrain_mountain_022_sg10,10,26,12,120,93,long,38.4121,hard,True
terrain_mountain_023,mountain,23,terrain_mountain_023_sg01,1,47,110,85,97,short,12.2845,hard,False
terrain_mountain_023,mountain,23,terrain_mountain_023_sg02,2,22,118,76,110,short,14.8097,hard,False
terrain_mountain_023,mountain,23,terrain_mountain_023_sg03,3,57,85,119,105,short,17.8726,hard,False
terrain_mountain_023,mountain,23,terrain_mountain_023_sg04,4,22,118,108,79,medium,26.6463,hard,False
terrain_mountain_023,mountain,23,terrain_mountain_023_sg05,5,86,26,117,90,medium,29.9994,hard,False
terrain_mountain_023,mountain,23,terrain_mountain_023_sg06,6,77,108,110,12,medium,34.0979,hard,False
terrain_mountain_023,mountain,23,terrain_mountain_023_sg07,7,78,23,86,77,medium,38.0456,hard,False
terrain_mountain_023,mountain,23,terrain_mountain_023_sg08,8,55,6,75,94,long,48.7373,hard,False
terrain_mountain_023,mountain,23,terrain_mountain_023_sg09,9,6,19,121,94,long,55.8677,hard,False
terrain_mountain_023,mountain,23,terrain_mountain_023_sg10,10,8,39,88,74,long,62.8522,hard,True
terrain_mountain_024,mountain,24,terrain_mountain_024_sg01,1,100,14,121,54,short,12.9167,hard,False
terrain_mountain_024,mountain,24,terrain_mountain_024_sg02,2,46,17,99,6,short,15.1068,hard,False
terrain_mountain_024,mountain,24,terrain_mountain_024_sg03,3,58,47,104,25,short,17.4233,hard,False
terrain_mountain_024,mountain,24,terrain_mountain_024_sg04,4,78,50,121,54,medium,22.8696,hard,False
terrain_mountain_024,mountain,24,terrain_mountain_024_sg05,5,38,35,90,22,medium,25.3338,hard,False
terrain_mountain_024,mountain,24,terrain_mountain_024_sg06,6,94,37,101,89,medium,28.1933,hard,False
terrain_mountain_024,mountain,24,terrain_mountain_024_sg07,7,45,16,119,77,medium,32.0447,hard,False
terrain_mountain_024,mountain,24,terrain_mountain_024_sg08,8,75,117,113,28,long,42.4734,hard,False
terrain_mountain_024,mountain,24,terrain_mountain_024_sg09,9,87,121,121,54,long,47.2495,hard,False
terrain_mountain_024,mountain,24,terrain_mountain_024_sg10,10,46,109,118,44,long,53.3462,hard,True
terrain_mountain_025,mountain,25,terrain_mountain_025_sg01,1,18,100,56,88,short,11.2583,hard,False
terrain_mountain_025,mountain,25,terrain_mountain_025_sg02,2,50,6,92,33,short,13.8973,hard,False
terrain_mountain_025,mountain,25,terrain_mountain_025_sg03,3,13,59,54,28,short,17.2254,hard,False
terrain_mountain_025,mountain,25,terrain_mountain_025_sg04,4,44,49,106,15,medium,25.9856,hard,False
terrain_mountain_025,mountain,25,terrain_mountain_025_sg05,5,20,81,74,27,medium,29.4519,hard,False
terrain_mountain_025,mountain,25,terrain_mountain_025_sg06,6,42,55,116,48,medium,32.3352,hard,False
terrain_mountain_025,mountain,25,terrain_mountain_025_sg07,7,51,81,76,10,medium,34.8399,hard,False
terrain_mountain_025,mountain,25,terrain_mountain_025_sg08,8,21,75,117,59,long,42.5856,hard,False
terrain_mountain_025,mountain,25,terrain_mountain_025_sg09,9,33,114,94,37,long,46.5443,hard,False
terrain_mountain_025,mountain,25,terrain_mountain_025_sg10,10,25,59,107,103,long,53.4805,hard,True
terrain_mountain_026,mountain,26,terrain_mountain_026_sg01,1,9,27,50,21,short,11.1376,hard,False
terrain_mountain_026,mountain,26,terrain_mountain_026_sg02,2,63,6,105,29,short,13.0978,hard,False
terrain_mountain_026,mountain,26,terrain_mountain_026_sg03,3,25,79,60,120,short,15.6471,hard,False
terrain_mountain_026,mountain,26,terrain_mountain_026_sg04,4,14,65,44,10,medium,22.7569,hard,False
terrain_mountain_026,mountain,26,terrain_mountain_026_sg05,5,9,27,47,91,medium,25.568,hard,False
terrain_mountain_026,mountain,26,terrain_mountain_026_sg06,6,6,81,51,39,medium,28.9467,hard,False
terrain_mountain_026,mountain,26,terrain_mountain_026_sg07,7,14,65,82,33,medium,32.54,hard,False
terrain_mountain_026,mountain,26,terrain_mountain_026_sg08,8,52,32,60,114,long,42.4795,hard,False
terrain_mountain_026,mountain,26,terrain_mountain_026_sg09,9,43,86,97,28,long,46.6784,hard,False
terrain_mountain_026,mountain,26,terrain_mountain_026_sg10,10,28,92,118,33,long,51.5824,hard,True
terrain_mountain_027,mountain,27,terrain_mountain_027_sg01,1,120,75,121,121,short,14.2415,hard,False
terrain_mountain_027,mountain,27,terrain_mountain_027_sg02,2,13,105,18,45,short,17.3954,hard,False
terrain_mountain_027,mountain,27,terrain_mountain_027_sg03,3,38,16,113,28,short,21.1125,hard,False
terrain_mountain_027,mountain,27,terrain_mountain_027_sg04,4,11,101,46,9,medium,31.9573,hard,False
terrain_mountain_027,mountain,27,terrain_mountain_027_sg05,5,22,93,102,120,medium,36.1811,hard,False
terrain_mountain_027,mountain,27,terrain_mountain_027_sg06,6,16,93,107,92,medium,40.0978,hard,False
terrain_mountain_027,mountain,27,terrain_mountain_027_sg07,7,9,75,119,115,medium,44.3468,hard,False
terrain_mountain_027,mountain,27,terrain_mountain_027_sg08,8,46,19,101,110,long,62.9151,hard,False
terrain_mountain_027,mountain,27,terrain_mountain_027_sg09,9,89,121,95,11,long,71.231,hard,False
terrain_mountain_027,mountain,27,terrain_mountain_027_sg10,10,90,119,118,29,long,78.1932,hard,True
terrain_mountain_028,mountain,28,terrain_mountain_028_sg01,1,69,23,118,14,short,14.5618,hard,False
terrain_mountain_028,mountain,28,terrain_mountain_028_sg02,2,42,14,47,43,short,17.1141,hard,False
terrain_mountain_028,mountain,28,terrain_mountain_028_sg03,3,88,118,105,55,short,19.597,hard,False
terrain_mountain_028,mountain,28,terrain_mountain_028_sg04,4,75,100,105,13,medium,26.9108,hard,False
terrain_mountain_028,mountain,28,terrain_mountain_028_sg05,5,12,73,50,19,medium,30.268,hard,False
terrain_mountain_028,mountain,28,terrain_mountain_028_sg06,6,62,25,70,90,medium,33.9865,hard,False
terrain_mountain_028,mountain,28,terrain_mountain_028_sg07,7,42,22,58,77,medium,37.733,hard,False
terrain_mountain_028,mountain,28,terrain_mountain_028_sg08,8,13,107,103,33,long,47.4759,hard,False
terrain_mountain_028,mountain,28,terrain_mountain_028_sg09,9,9,21,114,50,long,53.5193,hard,False
terrain_mountain_028,mountain,28,terrain_mountain_028_sg10,10,22,119,82,64,long,61.5997,hard,True
terrain_mountain_029,mountain,29,terrain_mountain_029_sg01,1,34,60,71,8,short,18.1495,hard,False
terrain_mountain_029,mountain,29,terrain_mountain_029_sg02,2,46,41,104,11,short,21.6864,hard,False
terrain_mountain_029,mountain,29,terrain_mountain_029_sg03,3,58,117,89,89,short,24.8802,hard,False
terrain_mountain_029,mountain,29,terrain_mountain_029_sg04,4,8,82,27,26,medium,32.4514,hard,False
terrain_mountain_029,mountain,29,terrain_mountain_029_sg05,5,11,85,100,9,medium,35.9476,hard,False
terrain_mountain_029,mountain,29,terrain_mountain_029_sg06,6,11,86,112,8,medium,39.1102,hard,False
terrain_mountain_029,mountain,29,terrain_mountain_029_sg07,7,14,79,106,47,medium,43.0249,hard,False
terrain_mountain_029,mountain,29,terrain_mountain_029_sg08,8,14,79,77,91,long,55.9585,hard,False
terrain_mountain_029,mountain,29,terrain_mountain_029_sg09,9,11,85,87,102,long,62.7998,hard,False
terrain_mountain_029,mountain,29,terrain_mountain_029_sg10,10,34,21,45,121,long,72.2826,hard,True
terrain_mountain_030,mountain,30,terrain_mountain_030_sg01,1,93,119,104,73,short,13.1853,hard,False
terrain_mountain_030,mountain,30,terrain_mountain_030_sg02,2,43,75,86,92,short,16.245,hard,False
terrain_mountain_030,mountain,30,terrain_mountain_030_sg03,3,51,96,104,98,short,19.0985,hard,False
terrain_mountain_030,mountain,30,terrain_mountain_030_sg04,4,89,9,110,86,medium,26.1936,hard,False
terrain_mountain_030,mountain,30,terrain_mountain_030_sg05,5,74,75,107,28,medium,29.0263,hard,False
terrain_mountain_030,mountain,30,terrain_mountain_030_sg06,6,76,97,89,29,medium,32.1772,hard,False
terrain_mountain_030,mountain,30,terrain_mountain_030_sg07,7,51,96,116,46,medium,35.3443,hard,False
terrain_mountain_030,mountain,30,terrain_mountain_030_sg08,8,51,96,99,6,long,46.4108,hard,False
terrain_mountain_030,mountain,30,terrain_mountain_030_sg09,9,7,18,90,89,long,55.9588,hard,False
terrain_mountain_030,mountain,30,terrain_mountain_030_sg10,10,19,15,110,86,long,63.5153,hard,True
terrain_mountain_031,mountain,31,terrain_mountain_031_sg01,1,65,46,108,75,short,15.0741,hard,False
terrain_mountain_031,mountain,31,terrain_mountain_031_sg02,2,20,120,78,116,short,17.8004,hard,False
terrain_mountain_031,mountain,31,terrain_mountain_031_sg03,3,74,8,121,65,short,20.6111,hard,False
terrain_mountain_031,mountain,31,terrain_mountain_031_sg04,4,20,20,99,47,medium,29.3849,hard,False
terrain_mountain_031,mountain,31,terrain_mountain_031_sg05,5,8,56,105,69,medium,32.8487,hard,False
terrain_mountain_031,mountain,31,terrain_mountain_031_sg06,6,8,56,75,103,medium,36.1391,hard,False
terrain_mountain_031,mountain,31,terrain_mountain_031_sg07,7,6,66,117,36,medium,39.4809,hard,False
terrain_mountain_031,mountain,31,terrain_mountain_031_sg08,8,20,20,91,117,long,47.5931,hard,False
terrain_mountain_031,mountain,31,terrain_mountain_031_sg09,9,38,107,90,28,long,51.3299,hard,False
terrain_mountain_031,mountain,31,terrain_mountain_031_sg10,10,48,80,85,16,long,57.4247,hard,True
terrain_mountain_032,mountain,32,terrain_mountain_032_sg01,1,73,105,97,72,short,12.2357,hard,False
terrain_mountain_032,mountain,32,terrain_mountain_032_sg02,2,101,86,117,67,short,15.1458,hard,False
terrain_mountain_032,mountain,32,terrain_mountain_032_sg03,3,100,70,111,116,short,18.3459,hard,False
terrain_mountain_032,mountain,32,terrain_mountain_032_sg04,4,69,19,88,52,medium,25.9992,hard,False
terrain_mountain_032,mountain,32,terrain_mountain_032_sg05,5,66,116,98,36,medium,29.1582,hard,False
terrain_mountain_032,mountain,32,terrain_mountain_032_sg06,6,20,16,98,36,medium,32.931,hard,False
terrain_mountain_032,mountain,32,terrain_mountain_032_sg07,7,52,8,98,79,medium,37.7439,hard,False
terrain_mountain_032,mountain,32,terrain_mountain_032_sg08,8,9,80,112,44,long,49.2521,hard,False
terrain_mountain_032,mountain,32,terrain_mountain_032_sg09,9,23,29,87,92,long,52.9633,hard,False
terrain_mountain_032,mountain,32,terrain_mountain_032_sg10,10,12,10,83,104,long,57.3737,hard,True
terrain_mountain_033,mountain,33,terrain_mountain_033_sg01,1,62,76,101,84,short,11.8658,hard,False
terrain_mountain_033,mountain,33,terrain_mountain_033_sg02,2,50,72,72,116,short,14.212,hard,False
terrain_mountain_033,mountain,33,terrain_mountain_033_sg03,3,7,116,28,61,short,16.3061,hard,False
terrain_mountain_033,mountain,33,terrain_mountain_033_sg04,4,70,33,88,89,medium,21.0755,hard,False
terrain_mountain_033,mountain,33,terrain_mountain_033_sg05,5,62,76,116,120,medium,22.9339,hard,False
terrain_mountain_033,mountain,33,terrain_mountain_033_sg06,6,29,88,64,74,medium,25.1041,hard,False
terrain_mountain_033,mountain,33,terrain_mountain_033_sg07,7,21,91,66,77,medium,27.6219,hard,False
terrain_mountain_033,mountain,33,terrain_mountain_033_sg08,8,17,35,109,96,long,35.0748,hard,False
terrain_mountain_033,mountain,33,terrain_mountain_033_sg09,9,8,109,77,89,long,37.9821,hard,False
terrain_mountain_033,mountain,33,terrain_mountain_033_sg10,10,6,62,121,62,long,41.4,hard,True
terrain_mountain_034,mountain,34,terrain_mountain_034_sg01,1,79,101,112,120,short,15.9894,hard,False
terrain_mountain_034,mountain,34,terrain_mountain_034_sg02,2,69,87,112,120,short,19.5028,hard,False
terrain_mountain_034,mountain,34,terrain_mountain_034_sg03,3,38,19,118,18,short,23.2521,hard,False
terrain_mountain_034,mountain,34,terrain_mountain_034_sg04,4,96,118,109,22,medium,32.6615,hard,False
terrain_mountain_034,mountain,34,terrain_mountain_034_sg05,5,92,14,96,118,medium,36.8147,hard,False
terrain_mountain_034,mountain,34,terrain_mountain_034_sg06,6,20,121,60,18,medium,41.7538,hard,False
terrain_mountain_034,mountain,34,terrain_mountain_034_sg07,7,59,24,98,106,medium,46.7499,hard,False
terrain_mountain_034,mountain,34,terrain_mountain_034_sg08,8,13,57,108,93,long,61.1966,hard,False
terrain_mountain_034,mountain,34,terrain_mountain_034_sg09,9,13,88,103,86,long,69.1399,hard,False
terrain_mountain_034,mountain,34,terrain_mountain_034_sg10,10,11,38,73,89,long,78.6393,hard,True
terrain_mountain_035,mountain,35,terrain_mountain_035_sg01,1,70,21,113,32,short,15.1246,hard,False
terrain_mountain_035,mountain,35,terrain_mountain_035_sg02,2,51,30,113,32,short,19.7176,hard,False
terrain_mountain_035,mountain,35,terrain_mountain_035_sg03,3,18,10,47,34,short,23.5032,hard,False
terrain_mountain_035,mountain,35,terrain_mountain_035_sg04,4,20,99,110,94,medium,30.8611,hard,False
terrain_mountain_035,mountain,35,terrain_mountain_035_sg05,5,41,9,107,7,medium,33.7047,hard,False
terrain_mountain_035,mountain,35,terrain_mountain_035_sg06,6,27,65,117,113,medium,36.9507,hard,False
terrain_mountain_035,mountain,35,terrain_mountain_035_sg07,7,25,48,111,111,medium,41.4266,hard,False
terrain_mountain_035,mountain,35,terrain_mountain_035_sg08,8,14,6,117,113,long,57.572,hard,False
terrain_mountain_035,mountain,35,terrain_mountain_035_sg09,9,27,61,101,30,long,62.8499,hard,False
terrain_mountain_035,mountain,35,terrain_mountain_035_sg10,10,30,81,61,44,long,69.6893,hard,True
terrain_mountain_036,mountain,36,terrain_mountain_036_sg01,1,15,71,34,97,short,14.2937,hard,False
terrain_mountain_036,mountain,36,terrain_mountain_036_sg02,2,28,73,29,98,short,16.6668,hard,False
terrain_mountain_036,mountain,36,terrain_mountain_036_sg03,3,37,16,95,35,short,19.0165,hard,False
terrain_mountain_036,mountain,36,terrain_mountain_036_sg04,4,30,18,53,73,medium,24.7177,hard,False
terrain_mountain_036,mountain,36,terrain_mountain_036_sg05,5,18,106,115,118,medium,26.9261,hard,False
terrain_mountain_036,mountain,36,terrain_mountain_036_sg06,6,15,26,89,49,medium,29.131,hard,False
terrain_mountain_036,mountain,36,terrain_mountain_036_sg07,7,14,88,83,57,medium,31.2411,hard,False
terrain_mountain_036,mountain,36,terrain_mountain_036_sg08,8,9,53,110,117,long,39.4138,hard,False
terrain_mountain_036,mountain,36,terrain_mountain_036_sg09,9,52,76,97,114,long,44.3335,hard,False
terrain_mountain_036,mountain,36,terrain_mountain_036_sg10,10,15,21,115,118,long,49.5955,hard,True
terrain_mountain_037,mountain,37,terrain_mountain_037_sg01,1,7,119,62,111,short,14.7522,hard,False
terrain_mountain_037,mountain,37,terrain_mountain_037_sg02,2,35,8,96,6,short,18.7239,hard,False
terrain_mountain_037,mountain,37,terrain_mountain_037_sg03,3,13,109,15,37,short,23.4054,hard,False
terrain_mountain_037,mountain,37,terrain_mountain_037_sg04,4,52,10,115,63,medium,34.8162,hard,False
terrain_mountain_037,mountain,37,terrain_mountain_037_sg05,5,26,84,48,20,medium,39.2488,hard,False
terrain_mountain_037,mountain,37,terrain_mountain_037_sg06,6,15,114,70,30,medium,44.0358,hard,False
terrain_mountain_037,mountain,37,terrain_mountain_037_sg07,7,52,10,61,108,medium,47.9791,hard,False
terrain_mountain_037,mountain,37,terrain_mountain_037_sg08,8,66,27,95,115,long,63.3339,hard,False
terrain_mountain_037,mountain,37,terrain_mountain_037_sg09,9,87,112,108,7,long,74.5238,hard,False
terrain_mountain_037,mountain,37,terrain_mountain_037_sg10,10,7,119,116,101,long,82.793,hard,True
terrain_mountain_038,mountain,38,terrain_mountain_038_sg01,1,21,35,47,11,short,13.3905,hard,False
terrain_mountain_038,mountain,38,terrain_mountain_038_sg02,2,62,109,118,82,short,17.2696,hard,False
terrain_mountain_038,mountain,38,terrain_mountain_038_sg03,3,58,56,111,15,short,21.6862,hard,False
terrain_mountain_038,mountain,38,terrain_mountain_038_sg04,4,86,121,120,28,medium,30.327,hard,False
terrain_mountain_038,mountain,38,terrain_mountain_038_sg05,5,6,41,64,32,medium,33.4145,hard,False
terrain_mountain_038,mountain,38,terrain_mountain_038_sg06,6,89,22,92,120,medium,36.6128,hard,False
terrain_mountain_038,mountain,38,terrain_mountain_038_sg07,7,84,66,100,9,medium,40.3407,hard,False
terrain_mountain_038,mountain,38,terrain_mountain_038_sg08,8,28,9,115,112,long,52.8409,hard,False
terrain_mountain_038,mountain,38,terrain_mountain_038_sg09,9,37,22,72,104,long,57.5333,hard,False
terrain_mountain_038,mountain,38,terrain_mountain_038_sg10,10,44,62,61,121,long,62.3704,hard,True
terrain_mountain_039,mountain,39,terrain_mountain_039_sg01,1,6,87,45,95,short,10.6619,hard,False
terrain_mountain_039,mountain,39,terrain_mountain_039_sg02,2,6,67,44,96,short,12.6083,hard,False
terrain_mountain_039,mountain,39,terrain_mountain_039_sg03,3,6,70,54,83,short,14.9161,hard,False
terrain_mountain_039,mountain,39,terrain_mountain_039_sg04,4,15,32,56,96,medium,21.6044,hard,False
terrain_mountain_039,mountain,39,terrain_mountain_039_sg05,5,46,66,81,120,medium,23.9212,hard,False
terrain_mountain_039,mountain,39,terrain_mountain_039_sg06,6,26,111,113,116,medium,26.1593,hard,False
terrain_mountain_039,mountain,39,terrain_mountain_039_sg07,7,40,83,108,117,medium,28.31,hard,False
terrain_mountain_039,mountain,39,terrain_mountain_039_sg08,8,80,57,113,116,long,34.8771,hard,False
terrain_mountain_039,mountain,39,terrain_mountain_039_sg09,9,30,116,62,7,long,38.8554,hard,False
terrain_mountain_039,mountain,39,terrain_mountain_039_sg10,10,26,7,94,114,long,48.061,hard,True
terrain_mountain_040,mountain,40,terrain_mountain_040_sg01,1,76,120,118,114,short,11.6868,hard,False
terrain_mountain_040,mountain,40,terrain_mountain_040_sg02,2,9,114,56,96,short,13.8793,hard,False
terrain_mountain_040,mountain,40,terrain_mountain_040_sg03,3,12,47,28,102,short,15.9985,hard,False
terrain_mountain_040,mountain,40,terrain_mountain_040_sg04,4,14,118,43,62,medium,21.2887,hard,False
terrain_mountain_040,mountain,40,terrain_mountain_040_sg05,5,61,80,89,104,medium,23.526,hard,False
